'attr_id1','attr_id2','schema_matching_similarity_score'
1519,8839,0.55
1564,8839,0.68
1566,8839,0.71
1572,8839,0.59
1578,8839,0.72
1619,8839,0.63
2402,8839,0.52
2638,8839,0.58
2657,8839,0.72
2661,8839,0.53
2663,8839,0.92
2664,8839,0.95
2692,8839,0.55
2915,8839,0.95
2956,8839,0.64
4158,8839,0.67
4159,8839,0.79
4160,8839,0.61
4170,8839,0.67
4171,8839,0.79
4172,8839,0.61
4182,8839,0.67
4183,8839,0.79
4184,8839,0.61
4223,8839,0.67
4224,8839,0.79
4225,8839,0.61
4235,8839,0.67
4247,8839,0.67
4248,8839,0.79
4259,8839,0.67
4260,8839,0.79
4261,8839,0.61
4294,8839,0.54
4295,8839,0.55
4296,8839,0.64
7218,8839,0.71
7220,8839,0.69
7222,8839,0.7
7225,8839,0.69
7229,8839,0.68
7230,8839,0.68
7774,8839,0.68
7838,8839,0.52
7859,8839,0.66
8692,8839,0.52
8693,8839,0.57
8791,8839,0.68
8792,8839,0.79
8793,8839,0.73
8794,8839,0.76
8795,8839,0.7
8796,8839,0.86
8797,8839,0.74
8798,8839,0.67
8831,8839,0.84
40,8840,0.82
41,8840,0.8
42,8840,0.59
43,8840,0.82
47,8840,0.69
51,8840,0.82
54,8840,0.63
55,8840,0.78
103,8840,0.7
104,8840,0.79
107,8840,0.84
117,8840,0.64
492,8840,0.67
835,8840,0.66
1134,8840,0.86
1136,8840,0.81
1170,8840,0.68
1216,8840,0.65
1333,8840,0.61
1334,8840,0.57
1335,8840,0.58
1338,8840,0.83
1339,8840,0.61
1340,8840,0.84
1341,8840,0.7
1347,8840,0.55
1349,8840,0.53
1352,8840,0.66
1379,8840,0.66
1381,8840,0.67
1449,8840,0.72
1509,8840,0.65
1510,8840,0.64
1566,8840,0.54
2240,8840,0.55
2241,8840,0.73
2247,8840,0.73
3235,8840,0.82
3252,8840,0.74
4310,8840,0.64
4313,8840,0.64
5522,8840,0.64
5524,8840,0.67
5534,8840,0.66
5536,8840,0.66
6424,8840,0.51
6542,8840,0.81
6565,8840,0.91
6603,8840,0.93
6642,8840,0.54
6693,8840,0.67
6773,8840,0.74
6803,8840,0.8
6843,8840,0.92
6960,8840,0.88
6974,8840,0.53
7107,8840,0.7
7130,8840,0.84
7139,8840,0.69
7221,8840,0.52
7223,8840,0.67
7224,8840,0.67
7226,8840,0.63
7229,8840,0.63
7231,8840,0.62
7731,8840,0.56
7751,8840,0.59
7754,8840,0.79
7814,8840,0.52
7815,8840,0.7
8772,8840,0.81
8823,8840,0.65
40,8841,0.8
41,8841,0.69
43,8841,0.81
44,8841,0.71
46,8841,0.56
47,8841,0.8
49,8841,0.69
51,8841,0.8
52,8841,0.7
54,8841,0.71
57,8841,0.72
59,8841,0.82
60,8841,0.82
103,8841,0.86
105,8841,0.65
107,8841,0.69
108,8841,0.62
487,8841,0.54
492,8841,0.66
835,8841,0.63
861,8841,0.51
1134,8841,0.82
1170,8841,0.64
1332,8841,0.63
1334,8841,0.84
1349,8841,0.58
1352,8841,0.53
1367,8841,0.59
1566,8841,0.68
1577,8841,0.71
2240,8841,0.73
2241,8841,0.76
2242,8841,0.52
2247,8841,0.76
2639,8841,0.54
2652,8841,0.54
2909,8841,0.56
3235,8841,0.85
3249,8841,0.7
3252,8841,0.97
4283,8841,0.55
4534,8841,0.57
4539,8841,0.68
6409,8841,0.66
6424,8841,0.67
6542,8841,0.69
6565,8841,0.91
6603,8841,0.91
6642,8841,0.82
6693,8841,0.71
6709,8841,0.51
6773,8841,0.92
6843,8841,0.86
6960,8841,0.95
7130,8841,0.77
7139,8841,0.66
7218,8841,0.63
7223,8841,0.64
7728,8841,0.59
7754,8841,0.88
7763,8841,0.64
7772,8841,0.87
7779,8841,0.65
8772,8841,0.53
8778,8841,0.58
40,8842,0.69
43,8842,0.69
44,8842,0.72
45,8842,0.64
46,8842,0.72
47,8842,0.82
48,8842,0.73
49,8842,0.7
50,8842,0.69
51,8842,0.69
52,8842,0.67
54,8842,0.51
100,8842,0.53
103,8842,0.82
105,8842,0.89
486,8842,0.59
492,8842,0.54
814,8842,0.52
857,8842,0.55
935,8842,0.65
936,8842,0.6
938,8842,0.56
942,8842,0.55
1060,8842,0.52
1074,8842,0.69
1132,8842,0.65
1134,8842,0.54
1136,8842,0.73
1362,8842,0.55
1367,8842,0.86
1423,8842,0.66
1566,8842,0.65
1577,8842,0.74
1619,8842,0.59
2240,8842,0.73
2241,8842,0.56
2242,8842,0.57
2247,8842,0.56
2638,8842,0.59
2651,8842,0.59
2909,8842,0.75
2956,8842,0.64
3235,8842,0.61
3249,8842,0.91
3252,8842,0.95
3258,8842,0.67
3306,8842,0.7
5510,8842,0.6
6409,8842,0.69
6410,8842,0.51
6424,8842,0.71
6603,8842,0.77
6642,8842,0.85
6682,8842,0.62
6693,8842,0.56
6709,8842,0.7
6773,8842,0.94
6960,8842,0.81
7191,8842,0.8
7218,8842,0.65
7754,8842,0.79
7768,8842,0.65
7772,8842,0.64
7773,8842,0.83
7779,8842,0.77
7838,8842,0.61
7858,8842,0.62
8778,8842,0.72
8791,8842,0.63
44,8843,0.82
45,8843,0.76
46,8843,0.69
47,8843,0.67
486,8843,0.54
818,8843,0.71
820,8843,0.54
927,8843,0.66
1060,8843,0.67
1074,8843,0.69
1132,8843,0.6
1136,8843,0.61
1137,8843,0.64
1204,8843,0.65
1268,8843,0.57
1269,8843,0.51
1332,8843,0.88
1334,8843,0.66
1362,8843,0.86
1423,8843,0.66
1503,8843,0.67
1564,8843,0.7
1566,8843,0.54
1572,8843,0.6
2240,8843,0.57
2241,8843,0.53
2242,8843,0.77
2355,8843,0.62
2638,8843,0.57
2651,8843,0.57
2909,8843,0.94
2956,8843,0.69
2993,8843,0.51
3249,8843,0.95
3252,8843,0.67
3306,8843,0.72
5510,8843,0.66
6565,8843,0.58
6603,8843,0.52
6642,8843,0.6
6682,8843,0.86
6700,8843,0.51
6709,8843,0.69
6773,8843,0.75
6960,8843,0.71
7191,8843,0.92
7753,8843,0.56
7754,8843,0.61
7768,8843,0.75
7772,8843,0.59
7773,8843,0.88
7774,8843,0.68
7779,8843,0.71
7815,8843,0.72
7816,8843,0.83
7858,8843,0.63
8778,8843,0.76
8791,8843,0.68
8798,8843,0.52
100,8844,0.71
102,8844,0.62
105,8844,0.6
492,8844,0.55
814,8844,0.71
820,8844,0.56
834,8844,0.61
1060,8844,0.67
1132,8844,0.78
1137,8844,0.74
1138,8844,0.76
1141,8844,0.66
1155,8844,0.65
1156,8844,0.65
1204,8844,0.69
1217,8844,0.53
1268,8844,0.81
1269,8844,0.55
1332,8844,0.62
1334,8844,0.6
1335,8844,0.6
1336,8844,0.63
1337,8844,0.76
1341,8844,0.55
1346,8844,0.68
1380,8844,0.53
1423,8844,0.62
1479,8844,0.56
1503,8844,0.51
1507,8844,0.68
1564,8844,0.57
2355,8844,0.74
2694,8844,0.57
2846,8844,0.55
2909,8844,0.93
2993,8844,0.55
3249,8844,0.69
3250,8844,0.64
3305,8844,0.66
3306,8844,0.87
4534,8844,0.71
4539,8844,0.69
6410,8844,0.71
6682,8844,0.73
6709,8844,0.51
6773,8844,0.67
7220,8844,0.67
7225,8844,0.67
7753,8844,0.61
7768,8844,0.67
7773,8844,0.64
7774,8844,0.55
7779,8844,0.66
7815,8844,0.72
7816,8844,0.69
7858,8844,0.75
8778,8844,0.56
8793,8844,0.53
8794,8844,0.51
8798,8844,0.68
44,8845,0.72
45,8845,0.82
100,8845,0.68
102,8845,0.88
106,8845,0.79
814,8845,0.65
818,8845,0.53
820,8845,0.68
834,8845,0.53
927,8845,0.54
935,8845,0.76
936,8845,0.73
938,8845,0.76
942,8845,0.77
982,8845,0.6
1060,8845,0.89
1132,8845,0.6
1153,8845,0.64
1154,8845,0.64
1156,8845,0.59
1157,8845,0.6
1159,8845,0.61
1160,8845,0.6
1161,8845,0.64
1162,8845,0.6
1164,8845,0.6
1171,8845,0.61
1215,8845,0.7
1217,8845,0.68
1268,8845,0.78
1269,8845,0.67
1329,8845,0.51
1337,8845,0.6
1344,8845,0.6
1378,8845,0.7
1380,8845,0.68
1423,8845,0.68
1503,8845,0.51
2242,8845,0.55
2355,8845,0.94
2694,8845,0.71
2724,8845,0.54
2785,8845,0.57
2846,8845,0.53
2903,8845,0.69
2906,8845,0.91
2909,8845,0.58
2993,8845,0.67
2995,8845,0.51
3249,8845,0.69
3250,8845,0.91
3305,8845,0.89
3306,8845,0.93
4539,8845,0.63
5510,8845,0.82
5521,8845,0.7
5523,8845,0.68
6700,8845,0.71
6773,8845,0.53
7183,8845,0.52
7222,8845,0.67
7225,8845,0.64
7768,8845,0.81
7779,8845,0.56
7803,8845,0.52
7815,8845,0.51
7816,8845,0.69
7817,8845,0.52
7818,8845,0.51
7838,8845,0.73
7853,8845,0.68
8778,8845,0.61
8798,8845,0.66
44,8846,0.72
45,8846,0.82
46,8846,0.67
47,8846,0.64
48,8846,0.68
49,8846,0.76
50,8846,0.8
52,8846,0.76
73,8846,0.67
74,8846,0.67
76,8846,0.9
100,8846,0.68
102,8846,0.88
106,8846,0.79
116,8846,0.54
814,8846,0.65
818,8846,0.53
820,8846,0.68
834,8846,0.53
927,8846,0.54
935,8846,0.76
936,8846,0.73
938,8846,0.76
942,8846,0.77
973,8846,0.84
975,8846,0.56
982,8846,0.6
1060,8846,0.89
1132,8846,0.6
1153,8846,0.64
1154,8846,0.64
1156,8846,0.59
1157,8846,0.6
1159,8846,0.61
1160,8846,0.6
1161,8846,0.64
1162,8846,0.6
1164,8846,0.6
1165,8846,0.6
1171,8846,0.61
1215,8846,0.7
1269,8846,0.67
1329,8846,0.51
1337,8846,0.6
1344,8846,0.6
1350,8846,0.53
1378,8846,0.7
1380,8846,0.68
1423,8846,0.68
1503,8846,0.51
1579,8846,0.87
1582,8846,0.52
2242,8846,0.55
2355,8846,0.94
2694,8846,0.71
2724,8846,0.54
2846,8846,0.53
2903,8846,0.69
2906,8846,0.91
2909,8846,0.58
2993,8846,0.67
2995,8846,0.51
3305,8846,0.89
3306,8846,0.93
4539,8846,0.63
5510,8846,0.82
5521,8846,0.7
5523,8846,0.68
7183,8846,0.52
7222,8846,0.67
7225,8846,0.64
7753,8846,0.86
7768,8846,0.81
7779,8846,0.56
7803,8846,0.52
7815,8846,0.51
7838,8846,0.73
7853,8846,0.68
7858,8846,0.86
8778,8846,0.61
8798,8846,0.66
44,8847,0.64
45,8847,0.69
46,8847,0.81
47,8847,0.73
48,8847,0.82
49,8847,0.68
50,8847,0.82
52,8847,0.68
57,8847,0.7
100,8847,0.71
102,8847,0.83
105,8847,0.54
106,8847,0.61
108,8847,0.6
116,8847,0.6
492,8847,0.52
814,8847,0.71
834,8847,0.62
857,8847,0.72
935,8847,0.59
936,8847,0.76
938,8847,0.72
942,8847,0.77
1132,8847,0.78
1153,8847,0.65
1155,8847,0.66
1156,8847,0.66
1158,8847,0.61
1159,8847,0.65
1160,8847,0.66
1162,8847,0.51
1163,8847,0.63
1164,8847,0.66
1204,8847,0.67
1215,8847,0.68
1217,8847,0.7
1268,8847,0.88
1269,8847,0.51
1332,8847,0.63
1334,8847,0.55
1335,8847,0.55
1336,8847,0.63
1337,8847,0.61
1346,8847,0.68
1350,8847,0.58
1378,8847,0.7
1380,8847,0.7
1423,8847,0.63
1507,8847,0.68
1578,8847,0.52
1579,8847,0.61
2242,8847,0.54
2355,8847,0.74
2657,8847,0.53
2694,8847,0.57
2785,8847,0.57
2846,8847,0.61
2906,8847,0.9
2909,8847,0.69
2949,8847,0.55
2993,8847,0.51
3249,8847,0.7
3250,8847,0.82
3258,8847,0.74
4363,8847,0.69
4534,8847,0.65
4539,8847,0.67
5510,8847,0.74
5521,8847,0.67
5523,8847,0.7
6410,8847,0.71
6424,8847,0.51
6682,8847,0.53
6700,8847,0.71
6709,8847,0.51
6773,8847,0.55
7220,8847,0.67
7222,8847,0.52
7225,8847,0.67
7753,8847,0.82
7768,8847,0.81
7779,8847,0.67
7838,8847,0.76
7853,8847,0.66
7858,8847,0.73
8778,8847,0.58
8793,8847,0.51
8797,8847,0.51
8798,8847,0.69
44,8848,0.82
45,8848,0.68
46,8848,0.82
47,8848,0.72
48,8848,0.82
49,8848,0.82
50,8848,0.67
52,8848,0.82
100,8848,0.56
102,8848,0.61
103,8848,0.53
105,8848,0.63
106,8848,0.52
108,8848,0.7
857,8848,0.73
927,8848,0.64
935,8848,0.63
936,8848,0.59
938,8848,0.6
942,8848,0.59
1060,8848,0.66
1074,8848,0.52
1132,8848,0.78
1155,8848,0.64
1156,8848,0.51
1158,8848,0.66
1162,8848,0.51
1163,8848,0.66
1204,8848,0.69
1268,8848,0.62
1269,8848,0.57
1346,8848,0.67
1362,8848,0.86
1423,8848,0.64
1503,8848,0.65
1507,8848,0.68
1564,8848,0.69
1572,8848,0.58
2240,8848,0.52
2242,8848,0.77
2355,8848,0.69
2694,8848,0.58
2876,8848,0.6
2906,8848,0.58
2909,8848,0.94
2949,8848,0.56
2993,8848,0.57
3249,8848,0.8
3250,8848,0.55
3258,8848,0.98
3306,8848,0.84
4534,8848,0.92
5510,8848,0.74
6410,8848,0.7
6424,8848,0.51
6682,8848,0.85
6709,8848,0.51
6773,8848,0.68
6960,8848,0.55
7191,8848,0.61
7723,8848,0.85
7753,8848,0.6
7768,8848,0.67
7773,8848,0.62
7774,8848,0.67
7779,8848,0.63
7838,8848,0.62
7858,8848,0.72
8778,8848,0.61
44,8849,0.82
45,8849,0.69
46,8849,0.82
47,8849,0.73
48,8849,0.82
49,8849,0.82
50,8849,0.68
100,8849,0.54
102,8849,0.61
103,8849,0.53
492,8849,0.55
814,8849,0.57
818,8849,0.68
927,8849,0.64
935,8849,0.65
1060,8849,0.67
1074,8849,0.53
1132,8849,0.78
1137,8849,0.76
1138,8849,0.66
1155,8849,0.64
1156,8849,0.51
1157,8849,0.51
1204,8849,0.69
1268,8849,0.64
1269,8849,0.58
1346,8849,0.67
1362,8849,0.86
1367,8849,0.51
1423,8849,0.65
1479,8849,0.54
1503,8849,0.65
1564,8849,0.68
1572,8849,0.58
1631,8849,0.52
2240,8849,0.53
2242,8849,0.77
2694,8849,0.58
2906,8849,0.57
2909,8849,0.94
2949,8849,0.56
2993,8849,0.58
3249,8849,0.81
3250,8849,0.57
3258,8849,0.98
3306,8849,0.85
5510,8849,0.76
6682,8849,0.85
6709,8849,0.51
6773,8849,0.68
6960,8849,0.55
7191,8849,0.61
7220,8849,0.67
7753,8849,0.62
7768,8849,0.68
7773,8849,0.64
7774,8849,0.67
7779,8849,0.64
7815,8849,0.71
7816,8849,0.67
7858,8849,0.73
8778,8849,0.61
102,8850,0.61
492,8850,0.55
814,8850,0.55
818,8850,0.68
927,8850,0.65
1060,8850,0.68
1074,8850,0.51
1132,8850,0.77
1137,8850,0.76
1138,8850,0.62
1154,8850,0.53
1204,8850,0.69
1268,8850,0.63
1269,8850,0.6
1332,8850,0.68
1334,8850,0.64
1335,8850,0.62
1336,8850,0.67
1337,8850,0.89
1346,8850,0.67
1423,8850,0.65
1479,8850,0.54
1503,8850,0.66
1507,8850,0.68
1564,8850,0.69
1572,8850,0.59
2240,8850,0.54
2355,8850,0.72
2694,8850,0.6
2906,8850,0.57
2909,8850,0.95
2956,8850,0.52
2993,8850,0.6
3249,8850,0.81
3250,8850,0.57
3306,8850,0.87
5510,8850,0.77
6410,8850,0.69
6682,8850,0.86
6709,8850,0.52
6773,8850,0.68
6960,8850,0.65
7191,8850,0.66
7220,8850,0.67
7753,8850,0.62
7768,8850,0.68
7773,8850,0.67
7774,8850,0.68
7779,8850,0.65
7815,8850,0.71
7816,8850,0.67
7858,8850,0.75
8778,8850,0.64
8791,8850,0.52
100,8851,0.69
102,8851,0.76
105,8851,0.58
106,8851,0.58
108,8851,0.61
492,8851,0.53
814,8851,0.7
820,8851,0.7
834,8851,0.6
935,8851,0.62
936,8851,0.76
938,8851,0.6
1060,8851,0.71
1074,8851,0.53
1132,8851,0.78
1137,8851,0.62
1138,8851,0.76
1141,8851,0.76
1153,8851,0.61
1155,8851,0.66
1156,8851,0.65
1158,8851,0.65
1159,8851,0.64
1160,8851,0.65
1204,8851,0.69
1215,8851,0.53
1217,8851,0.7
1268,8851,0.86
1269,8851,0.53
1332,8851,0.64
1334,8851,0.6
1335,8851,0.59
1336,8851,0.63
1337,8851,0.66
1343,8851,0.63
1344,8851,0.77
1378,8851,0.54
1380,8851,0.7
1423,8851,0.65
1479,8851,0.53
1507,8851,0.68
2242,8851,0.63
2355,8851,0.74
2694,8851,0.56
2785,8851,0.51
2846,8851,0.59
2906,8851,0.82
2909,8851,0.79
2993,8851,0.53
3249,8851,0.71
3250,8851,0.64
3305,8851,0.66
3306,8851,0.88
4534,8851,0.67
4539,8851,0.7
5510,8851,0.74
5521,8851,0.53
5523,8851,0.7
5575,8851,0.53
5577,8851,0.7
6410,8851,0.71
6424,8851,0.53
6700,8851,0.54
6773,8851,0.68
7220,8851,0.67
7225,8851,0.67
7230,8851,0.52
7723,8851,0.66
7753,8851,0.79
7768,8851,0.79
7773,8851,0.63
7779,8851,0.66
7815,8851,0.67
7816,8851,0.72
7853,8851,0.52
7858,8851,0.74
8778,8851,0.57
8793,8851,0.51
8797,8851,0.51
8798,8851,0.69
44,8852,0.72
45,8852,0.82
46,8852,0.65
47,8852,0.64
48,8852,0.68
49,8852,0.75
100,8852,0.69
102,8852,0.89
106,8852,0.76
108,8852,0.56
116,8852,0.6
814,8852,0.71
820,8852,0.7
834,8852,0.59
861,8852,0.52
927,8852,0.51
935,8852,0.73
936,8852,0.76
938,8852,0.76
942,8852,0.77
973,8852,0.69
982,8852,0.6
1060,8852,0.87
1074,8852,0.51
1132,8852,0.63
1153,8852,0.66
1154,8852,0.53
1155,8852,0.61
1156,8852,0.64
1157,8852,0.54
1159,8852,0.66
1160,8852,0.65
1161,8852,0.52
1162,8852,0.53
1164,8852,0.65
1165,8852,0.6
1215,8852,0.7
1217,8852,0.7
1268,8852,0.85
1269,8852,0.57
1332,8852,0.56
1336,8852,0.55
1337,8852,0.63
1343,8852,0.54
1344,8852,0.61
1346,8852,0.64
1350,8852,0.58
1378,8852,0.7
1380,8852,0.7
1423,8852,0.68
1503,8852,0.51
1507,8852,0.52
1579,8852,0.83
2242,8852,0.54
2355,8852,0.89
2657,8852,0.52
2694,8852,0.6
2724,8852,0.52
2776,8852,0.57
2846,8852,0.59
2880,8852,0.6
2903,8852,0.56
2906,8852,0.94
2909,8852,0.58
2993,8852,0.57
3249,8852,0.73
3250,8852,0.91
3305,8852,0.71
3306,8852,0.87
4534,8852,0.62
4539,8852,0.65
5510,8852,0.82
5521,8852,0.7
5523,8852,0.7
6410,8852,0.67
7222,8852,0.67
7225,8852,0.67
7230,8852,0.51
7768,8852,0.81
7779,8852,0.6
7816,8852,0.74
7838,8852,0.76
7853,8852,0.68
7858,8852,0.74
8778,8852,0.62
8791,8852,0.51
8798,8852,0.69
40,8853,0.51
41,8853,0.51
42,8853,0.51
43,8853,0.51
44,8853,0.86
45,8853,0.8
46,8853,0.82
47,8853,0.73
48,8853,0.8
49,8853,0.77
50,8853,0.67
51,8853,0.51
52,8853,0.77
53,8853,0.51
55,8853,0.51
56,8853,0.51
70,8853,0.52
71,8853,0.51
72,8853,0.81
73,8853,0.82
74,8853,0.77
75,8853,0.52
76,8853,0.87
100,8853,0.54
102,8853,0.78
106,8853,0.88
116,8853,0.54
814,8853,0.55
927,8853,0.54
935,8853,0.73
936,8853,0.59
938,8853,0.73
942,8853,0.72
973,8853,0.72
975,8853,0.56
982,8853,0.6
1060,8853,0.83
1074,8853,0.56
1132,8853,0.7
1135,8853,0.73
1154,8853,0.6
1157,8853,0.6
1161,8853,0.59
1162,8853,0.59
1165,8853,0.66
1171,8853,0.63
1204,8853,0.58
1215,8853,0.66
1217,8853,0.52
1268,8853,0.58
1269,8853,0.69
1346,8853,0.51
1378,8853,0.66
1380,8853,0.52
1423,8853,0.68
1503,8853,0.55
1507,8853,0.52
1564,8853,0.61
1579,8853,0.76
2242,8853,0.63
2355,8853,0.87
2694,8853,0.69
2724,8853,0.6
2903,8853,0.69
2906,8853,0.71
2956,8853,0.51
2993,8853,0.67
2995,8853,0.51
3249,8853,0.54
3250,8853,0.81
3305,8853,0.89
4539,8853,0.62
5510,8853,0.88
5521,8853,0.66
5523,8853,0.53
6410,8853,0.52
6424,8853,0.52
6542,8853,0.52
6700,8853,0.67
6709,8853,0.51
7183,8853,0.52
7220,8853,0.56
7222,8853,0.63
7225,8853,0.51
7230,8853,0.54
7753,8853,0.76
7768,8853,0.78
7779,8853,0.65
7803,8853,0.51
7815,8853,0.51
7838,8853,0.64
7853,8853,0.64
7858,8853,0.85
8772,8853,0.51
8778,8853,0.63
8791,8853,0.52
8793,8853,0.53
8794,8853,0.54
44,8854,0.72
45,8854,0.68
46,8854,0.82
47,8854,0.76
48,8854,0.82
49,8854,0.66
50,8854,0.82
52,8854,0.65
57,8854,0.65
100,8854,0.69
102,8854,0.66
105,8854,0.58
106,8854,0.58
108,8854,0.62
492,8854,0.53
834,8854,0.6
857,8854,0.73
861,8854,0.7
935,8854,0.61
936,8854,0.76
938,8854,0.59
942,8854,0.63
1060,8854,0.71
1074,8854,0.53
1153,8854,0.58
1155,8854,0.66
1156,8854,0.65
1158,8854,0.65
1159,8854,0.64
1160,8854,0.65
1163,8854,0.65
1164,8854,0.65
1166,8854,0.65
1204,8854,0.69
1215,8854,0.53
1217,8854,0.69
1268,8854,0.85
1269,8854,0.54
1332,8854,0.64
1334,8854,0.6
1335,8854,0.59
1336,8854,0.63
1346,8854,0.68
1350,8854,0.58
1362,8854,0.66
1378,8854,0.53
1423,8854,0.65
1479,8854,0.53
1507,8854,0.68
2242,8854,0.63
2355,8854,0.74
2694,8854,0.56
2846,8854,0.58
2906,8854,0.72
2909,8854,0.79
2949,8854,0.55
2993,8854,0.54
3249,8854,0.72
3250,8854,0.64
3258,8854,0.95
4534,8854,0.7
4539,8854,0.7
5510,8854,0.74
5521,8854,0.53
5523,8854,0.69
6410,8854,0.71
6424,8854,0.53
6682,8854,0.6
6700,8854,0.54
6709,8854,0.53
6773,8854,0.68
7220,8854,0.67
7723,8854,0.66
7753,8854,0.68
7768,8854,0.69
7773,8854,0.62
7779,8854,0.66
7838,8854,0.76
7853,8854,0.52
7858,8854,0.73
8778,8854,0.57
8793,8854,0.51
8798,8854,0.69
40,8855,0.59
44,8855,0.7
45,8855,0.7
46,8855,0.71
47,8855,0.82
48,8855,0.71
49,8855,0.82
50,8855,0.75
51,8855,0.55
52,8855,0.82
100,8855,0.51
103,8855,0.68
105,8855,0.88
486,8855,0.58
814,8855,0.51
857,8855,0.54
927,8855,0.65
935,8855,0.68
936,8855,0.67
938,8855,0.6
1060,8855,0.56
1074,8855,0.71
1132,8855,0.67
1136,8855,0.64
1139,8855,0.6
1204,8855,0.52
1346,8855,0.52
1362,8855,0.66
1367,8855,0.86
1423,8855,0.68
1503,8855,0.65
1564,8855,0.53
1566,8855,0.55
1572,8855,0.55
1577,8855,0.64
1619,8855,0.56
2240,8855,0.62
2241,8855,0.58
2242,8855,0.62
2247,8855,0.57
2638,8855,0.59
2651,8855,0.59
2692,8855,0.53
2909,8855,0.78
2956,8855,0.68
3235,8855,0.54
3249,8855,0.94
3252,8855,0.84
3258,8855,0.76
3306,8855,0.71
5510,8855,0.64
6409,8855,0.67
6410,8855,0.54
6424,8855,0.69
6603,8855,0.53
6642,8855,0.79
6682,8855,0.72
6693,8855,0.54
6709,8855,0.71
6773,8855,0.91
6960,8855,0.72
7191,8855,0.91
7218,8855,0.64
7723,8855,0.65
7754,8855,0.65
7768,8855,0.69
7772,8855,0.66
7773,8855,0.88
7774,8855,0.63
7779,8855,0.77
7858,8855,0.63
8778,8855,0.75
8791,8855,0.68
8798,8855,0.52
40,8856,0.79
41,8856,0.78
43,8856,0.8
44,8856,0.55
487,8856,0.52
492,8856,0.66
835,8856,0.68
1074,8856,0.51
1134,8856,0.83
1136,8856,0.86
1139,8856,0.59
1140,8856,0.71
1142,8856,0.63
1170,8856,0.63
1218,8856,0.64
1332,8856,0.64
1334,8856,0.72
1335,8856,0.71
1347,8856,0.53
1349,8856,0.58
1352,8856,0.64
1381,8856,0.64
1423,8856,0.68
1449,8856,0.51
1509,8856,0.62
1510,8856,0.67
1566,8856,0.65
1577,8856,0.62
2240,8856,0.73
2241,8856,0.78
2652,8856,0.52
2840,8856,0.53
3235,8856,0.86
3249,8856,0.71
3252,8856,0.96
4283,8856,0.56
5524,8856,0.64
6542,8856,0.79
6565,8856,0.92
6603,8856,0.91
6642,8856,0.81
6693,8856,0.71
6709,8856,0.51
6751,8856,0.76
6773,8856,0.91
6803,8856,0.85
6843,8856,0.88
6960,8856,0.92
7130,8856,0.82
7139,8856,0.66
7218,8856,0.64
7223,8856,0.64
7224,8856,0.64
7226,8856,0.62
7229,8856,0.67
7754,8856,0.87
7772,8856,0.88
7773,8856,0.63
7779,8856,0.62
7814,8856,0.52
7815,8856,0.79
7816,8856,0.7
8772,8856,0.78
8778,8856,0.6
8791,8856,0.51
8823,8856,0.63
103,8857,0.84
105,8857,0.86
486,8857,0.56
492,8857,0.71
506,8857,0.56
818,8857,0.51
1060,8857,0.55
1074,8857,0.66
1132,8857,0.68
1134,8857,0.53
1136,8857,0.82
1139,8857,0.76
1140,8857,0.64
1204,8857,0.52
1332,8857,0.85
1334,8857,0.89
1335,8857,0.89
1336,8857,0.85
1337,8857,0.69
1340,8857,0.72
1341,8857,0.88
1346,8857,0.52
1423,8857,0.71
1507,8857,0.52
1510,8857,0.64
1564,8857,0.54
1577,8857,0.77
1619,8857,0.59
2240,8857,0.75
2651,8857,0.56
2909,8857,0.72
2956,8857,0.53
3235,8857,0.66
3249,8857,0.82
3252,8857,0.98
3306,8857,0.61
4388,8857,0.69
4534,8857,0.75
4539,8857,0.87
5510,8857,0.61
5547,8857,0.51
5553,8857,0.7
6409,8857,0.7
6410,8857,0.52
6424,8857,0.71
6565,8857,0.77
6603,8857,0.75
6642,8857,0.84
6682,8857,0.59
6693,8857,0.67
6709,8857,0.69
6773,8857,0.95
6843,8857,0.61
6960,8857,0.9
7191,8857,0.77
7218,8857,0.67
7229,8857,0.64
7230,8857,0.63
7768,8857,0.66
7772,8857,0.72
7773,8857,0.82
7774,8857,0.54
7779,8857,0.77
7815,8857,0.81
7816,8857,0.78
7858,8857,0.53
8778,8857,0.62
8791,8857,0.53
44,8858,0.81
45,8858,0.76
46,8858,0.67
100,8858,0.52
102,8858,0.56
103,8858,0.64
105,8858,0.86
108,8858,0.89
486,8858,0.56
506,8858,0.56
814,8858,0.51
818,8858,0.7
820,8858,0.52
927,8858,0.66
935,8858,0.67
936,8858,0.66
938,8858,0.67
942,8858,0.68
1060,8858,0.67
1074,8858,0.71
1132,8858,0.61
1136,8858,0.62
1137,8858,0.61
1143,8858,0.63
1204,8858,0.53
1217,8858,0.52
1268,8858,0.59
1269,8858,0.52
1332,8858,0.89
1334,8858,0.75
1335,8858,0.74
1336,8858,0.9
1337,8858,0.89
1340,8858,0.63
1341,8858,0.67
1343,8858,0.9
1344,8858,0.88
1378,8858,0.51
1380,8858,0.52
1423,8858,0.67
1503,8858,0.67
1564,8858,0.69
1566,8858,0.52
1572,8858,0.6
1633,8858,0.51
1635,8858,0.66
1636,8858,0.68
2240,8858,0.59
2241,8858,0.53
2242,8858,0.76
2247,8858,0.54
2355,8858,0.63
2638,8858,0.56
2692,8858,0.51
2909,8858,0.93
2956,8858,0.68
2993,8858,0.52
3249,8858,0.95
3252,8858,0.71
3306,8858,0.72
4534,8858,0.92
4539,8858,0.88
5510,8858,0.65
5523,8858,0.51
